Combination no,Combination,Mean Absolute Error,Mean Squared error,Root Mean Squared Error
99,"'Total Docs(2017)', 'Total Docs(3years)', 'Ref/Doc'",0.9307495233369109,1.3454391941998478,1.1599306850841768
100,"'Total Docs(2017)', 'Total Refs', 'Total Cites(3years)'",3.60600470683368,13.080562654753365,3.6167060503659076
101,"'Total Docs(2017)', 'Total Refs', 'Citable Docs(3years)'",1.8812676218046616,3.5940501443909088,1.8957980231002745
103,"'Total Docs(2017)', 'Total Refs', 'Ref/Doc'",0.9350217643596489,1.3462040500804122,1.1602603372004114
104,"'Total Docs(2017)', 'Total Cites(3years)', 'Citable Docs(3years)'",1.7896257156341182,3.429843718503498,1.851983725226412
106,"'Total Docs(2017)', 'Total Cites(3years)', 'Ref/Doc'",0.9803495700811776,1.2996835929468133,1.1400366629836136
108,"'Total Docs(2017)', 'Citable Docs(3years)', 'Ref/Doc'",0.9462956428395323,1.3836058043180508,1.1762677434657685
110,"'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)'",2.9818723839688954,9.048521005886826,3.008075964115073
111,"'Total Docs(3years)', 'Total Refs', 'Citable Docs(3years)'",1.8402098360325334,3.7243220519497733,1.9298502667175434
113,"'Total Docs(3years)', 'Total Refs', 'Ref/Doc'",0.9694222389997624,1.4021734186669959,1.184134037458174
114,"'Total Docs(3years)', 'Total Cites(3years)', 'Citable Docs(3years)'",1.79825668512641,3.5770104741788225,1.8912986211010736
116,"'Total Docs(3years)', 'Total Cites(3years)', 'Ref/Doc'",1.145803894864419,1.6581910683221963,1.287707679685959
118,"'Total Docs(3years)', 'Citable Docs(3years)', 'Ref/Doc'",0.9827070056564602,1.4720862672102437,1.2132956223485865
120,"'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)'",1.802696851947906,3.436679170353652,1.8538282472639291
122,"'Total Refs', 'Total Cites(3years)', 'Ref/Doc'",0.8243436322085023,1.0540838561292731,1.0266858604896014
124,"'Total Refs', 'Citable Docs(3years)', 'Ref/Doc'",0.9990870642518928,1.4587911179416473,1.2078042548118662
127,"'Total Cites(3years)', 'Citable Docs(3years)', 'Ref/Doc'",1.1724049599731672,1.7113754573867197,1.3081954966237728
130,"'SJR', 'H Index', 'Total Docs(2017)', 'Total Docs(3years)'",0.5779415307786766,0.37950316844397475,0.616038284884937
131,"'SJR', 'H Index', 'Total Docs(2017)', 'Total Refs'",0.6178193207696686,0.4226734314631813,0.650133395129939
132,"'SJR', 'H Index', 'Total Docs(2017)', 'Total Cites(3years)'",0.6689580860084291,0.4827999277117294,0.6948380586235395
133,"'SJR', 'H Index', 'Total Docs(2017)', 'Citable Docs(3years)'",0.5875761540372946,0.39652901191026085,0.6297054961728227
135,"'SJR', 'H Index', 'Total Docs(2017)', 'Ref/Doc'",0.33374267158085574,0.182359347483759,0.4270355342167195
136,"'SJR', 'H Index', 'Total Docs(3years)', 'Total Refs'",0.5929948541442202,0.39837389684763136,0.6311686754328286
137,"'SJR', 'H Index', 'Total Docs(3years)', 'Total Cites(3years)'",0.7518276602363217,0.6127393486418936,0.7827766914273148
138,"'SJR', 'H Index', 'Total Docs(3years)', 'Citable Docs(3years)'",0.6287049454035588,0.5076294300381325,0.7124811787255384
140,"'SJR', 'H Index', 'Total Docs(3years)', 'Ref/Doc'",0.34237368640508675,0.1901922193471112,0.4361103293286129
141,"'SJR', 'H Index', 'Total Refs', 'Total Cites(3years)'",0.5995097029238163,0.3941086278379196,0.6277807163635402
142,"'SJR', 'H Index', 'Total Refs', 'Citable Docs(3years)'",0.6049464024370547,0.4158522875208408,0.6448661004587237
144,"'SJR', 'H Index', 'Total Refs', 'Ref/Doc'",0.33528453841442185,0.1809989060237447,0.42543966202476313
145,"'SJR', 'H Index', 'Total Cites(3years)', 'Citable Docs(3years)'",0.7718366985185542,0.6486432123843281,0.8053838913116701
147,"'SJR', 'H Index', 'Total Cites(3years)', 'Ref/Doc'",0.3344557987112503,0.1794739529923872,0.4236436627548997
149,"'SJR', 'H Index', 'Citable Docs(3years)', 'Ref/Doc'",0.3442864543999587,0.19278411722841057,0.43907188161895605
151,"'SJR', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs'",0.9337595499208883,0.9092196773533113,0.9535301135010427
152,"'SJR', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Cites(3years)'",1.0372400716356864,1.137054692967127,1.0663276667924955
153,"'SJR', 'Total Docs(2017)', 'Total Docs(3years)', 'Citable Docs(3years)'",0.9334580767916835,1.004997623433731,1.0024956974639496
155,"'SJR', 'Total Docs(2017)', 'Total Docs(3years)', 'Ref/Doc'",0.5204803373667642,0.3904747681301486,0.6248798029462534
156,"'SJR', 'Total Docs(2017)', 'Total Refs', 'Total Cites(3years)'",0.9745997892124686,0.9991735792974764,0.9995867042420464
157,"'SJR', 'Total Docs(2017)', 'Total Refs', 'Citable Docs(3years)'",0.9387697647618066,0.9220936142985968,0.9602570563649073
159,"'SJR', 'Total Docs(2017)', 'Total Refs', 'Ref/Doc'",0.5084032901296235,0.37427869767691574,0.6117832113395363
160,"'SJR', 'Total Docs(2017)', 'Total Cites(3years)', 'Citable Docs(3years)'",1.0558494624751116,1.1879669672286668,1.089938974084635
162,"'SJR', 'Total Docs(2017)', 'Total Cites(3years)', 'Ref/Doc'",0.5639827798654667,0.44178378465319146,0.6646681763505693
164,"'SJR', 'Total Docs(2017)', 'Citable Docs(3years)', 'Ref/Doc'",0.5306440104363518,0.4043713592970926,0.6359020044763914
166,"'SJR', 'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)'",1.0412283202209227,1.1400837712604177,1.0677470539694398
167,"'SJR', 'Total Docs(3years)', 'Total Refs', 'Citable Docs(3years)'",0.9498710631003561,1.032661548413332,1.0161995613132944
169,"'SJR', 'Total Docs(3years)', 'Total Refs', 'Ref/Doc'",0.5455884574455828,0.4099025487215408,0.6402363225571795
170,"'SJR', 'Total Docs(3years)', 'Total Cites(3years)', 'Citable Docs(3years)'",1.093063997400122,1.333959963646553,1.154971845391286
172,"'SJR', 'Total Docs(3years)', 'Total Cites(3years)', 'Ref/Doc'",0.6505893525930516,0.5587649566697032,0.7475058238366462
174,"'SJR', 'Total Docs(3years)', 'Citable Docs(3years)', 'Ref/Doc'",0.5492320324803397,0.4664777298959815,0.6829917495079875
176,"'SJR', 'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)'",1.0614414731763346,1.1884459920039008,1.0901587003752713
178,"'SJR', 'Total Refs', 'Total Cites(3years)', 'Ref/Doc'",0.5362461671756323,0.4172079589562693,0.645916371488035
180,"'SJR', 'Total Refs', 'Citable Docs(3years)', 'Ref/Doc'",0.5619275011959064,0.42779471809981523,0.6540601792647335
183,"'SJR', 'Total Cites(3years)', 'Citable Docs(3years)', 'Ref/Doc'",0.6761159840609519,0.5913834754640717,0.7690146132968292
186,"'H Index', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs'",0.744344824011761,0.65350019087177,0.8083935866097467
187,"'H Index', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Cites(3years)'",0.6321846802777086,0.5118444259279077,0.7154330338528602
188,"'H Index', 'Total Docs(2017)', 'Total Docs(3years)', 'Citable Docs(3years)'",0.7966214701195903,0.8775272234167834,0.9367642304319606
190,"'H Index', 'Total Docs(2017)', 'Total Docs(3years)', 'Ref/Doc'",0.5600721865998115,0.4600159707849941,0.6782447720292388
191,"'H Index', 'Total Docs(2017)', 'Total Refs', 'Total Cites(3years)'",0.5775942129969478,0.4076924611170264,0.638507996126146
192,"'H Index', 'Total Docs(2017)', 'Total Refs', 'Citable Docs(3years)'",0.7966170493649621,0.7456845045378656,0.8635302568745727
194,"'H Index', 'Total Docs(2017)', 'Total Refs', 'Ref/Doc'",0.5095161860178191,0.38542259620950575,0.6208241266329022
195,"'H Index', 'Total Docs(2017)', 'Total Cites(3years)', 'Citable Docs(3years)'",1.1740188378782994,1.5547037136023438,1.2468775856523944
197,"'H Index', 'Total Docs(2017)', 'Total Cites(3years)', 'Ref/Doc'",0.5470911435027409,0.5190325106372672,0.7204391095972422
199,"'H Index', 'Total Docs(2017)', 'Citable Docs(3years)', 'Ref/Doc'",0.5652667153441897,0.4828186820908281,0.6948515539961237
201,"'H Index', 'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)'",0.45395416909827424,0.2998177598611063,0.5475561705077446
202,"'H Index', 'Total Docs(3years)', 'Total Refs', 'Citable Docs(3years)'",0.8385643866180621,0.9303785481312457,0.9645613241941882
204,"'H Index', 'Total Docs(3years)', 'Total Refs', 'Ref/Doc'",0.5345264156908749,0.4266415698641511,0.6531780537220698
205,"'H Index', 'Total Docs(3years)', 'Total Cites(3years)', 'Citable Docs(3years)'",1.2134772579228512,1.7333083284807544,1.3165516809000528
207,"'H Index', 'Total Docs(3years)', 'Total Cites(3years)', 'Ref/Doc'",0.6793365019637971,0.7345522861818141,0.8570602581976451
209,"'H Index', 'Total Docs(3years)', 'Citable Docs(3years)', 'Ref/Doc'",0.5693598547055034,0.5225525394460427,0.7228779561212548
211,"'H Index', 'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)'",1.165611066976089,1.520980680478237,1.2332804549161707
213,"'H Index', 'Total Refs', 'Total Cites(3years)', 'Ref/Doc'",0.5586545998235426,0.4836943357357579,0.6954813697977523
215,"'H Index', 'Total Refs', 'Citable Docs(3years)', 'Ref/Doc'",0.5322935770633341,0.43612175807005943,0.6603951529728693
218,"'H Index', 'Total Cites(3years)', 'Citable Docs(3years)', 'Ref/Doc'",0.6954617800154969,0.7678342104691686,0.8762614966259608
221,"'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)'",2.1049949424281627,4.780999397630881,2.1865496558804423
222,"'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs', 'Citable Docs(3years)'",1.8881011457055568,3.912264466648079,1.9779445054520814
224,"'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs', 'Ref/Doc'",0.9395016830980208,1.358374238843069,1.1654931311865673
225,"'Total Docs(2017)', 'Total Docs(3years)', 'Total Cites(3years)', 'Citable Docs(3years)'",1.7914669654244466,3.5641316070690894,1.8878907826114013
227,"'Total Docs(2017)', 'Total Docs(3years)', 'Total Cites(3years)', 'Ref/Doc'",1.1485460163083308,1.6697734228304053,1.2921971300194122
229,"'Total Docs(2017)', 'Total Docs(3years)', 'Citable Docs(3years)', 'Ref/Doc'",0.9745855715044862,1.4262233807064415,1.1942459464894328
231,"'Total Docs(2017)', 'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)'",1.7770943010892961,3.386064216683149,1.8401261415139858
233,"'Total Docs(2017)', 'Total Refs', 'Total Cites(3years)', 'Ref/Doc'",0.7938755457219532,1.005613732845558,1.0028029381915262
235,"'Total Docs(2017)', 'Total Refs', 'Citable Docs(3years)', 'Ref/Doc'",0.9506640678362654,1.389430371567854,1.1787410112352306
238,"'Total Docs(2017)', 'Total Cites(3years)', 'Citable Docs(3years)', 'Ref/Doc'",1.1764499997767426,1.735345606067033,1.3173251709684413
241,"'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)'",1.7989254792149436,3.576237444910698,1.8910942453803559
243,"'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)', 'Ref/Doc'",1.0748162578567286,1.5238047640557002,1.234424871774585
245,"'Total Docs(3years)', 'Total Refs', 'Citable Docs(3years)', 'Ref/Doc'",0.9829657476200746,1.4845362843162095,1.2184154809900478
248,"'Total Docs(3years)', 'Total Cites(3years)', 'Citable Docs(3years)', 'Ref/Doc'",1.1368444140954037,1.6880493543660042,1.2992495350647635
252,"'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)', 'Ref/Doc'",1.1128079222109404,1.5943353142468042,1.262669915000276
256,"'SJR', 'H Index', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs'",0.6043026352352248,0.40980706600406136,0.6401617498758118
257,"'SJR', 'H Index', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Cites(3years)'",0.7389095425112113,0.6054570384817215,0.7781111993036224
258,"'SJR', 'H Index', 'Total Docs(2017)', 'Total Docs(3years)', 'Citable Docs(3years)'",0.6206992648034241,0.4986480388923241,0.7061501532197838
260,"'SJR', 'H Index', 'Total Docs(2017)', 'Total Docs(3years)', 'Ref/Doc'",0.3622533125492157,0.205075595914137,0.4528527309337297
261,"'SJR', 'H Index', 'Total Docs(2017)', 'Total Refs', 'Total Cites(3years)'",0.6591234677662501,0.4762586687814373,0.6901149677998857
262,"'SJR', 'H Index', 'Total Docs(2017)', 'Total Refs', 'Citable Docs(3years)'",0.6105709792340932,0.42126915216846356,0.649052503398965
264,"'SJR', 'H Index', 'Total Docs(2017)', 'Total Refs', 'Ref/Doc'",0.3327809900321326,0.18372189684647308,0.4286279235496366
265,"'SJR', 'H Index', 'Total Docs(2017)', 'Total Cites(3years)', 'Citable Docs(3years)'",0.7611963023215315,0.647752420856691,0.8048306783769434
267,"'SJR', 'H Index', 'Total Docs(2017)', 'Total Cites(3years)', 'Ref/Doc'",0.35864435683292484,0.2187459933184665,0.4677028900043985
269,"'SJR', 'H Index', 'Total Docs(2017)', 'Citable Docs(3years)', 'Ref/Doc'",0.36752080871159126,0.21696784772172742,0.46579807612497437
271,"'SJR', 'H Index', 'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)'",0.7201386040105195,0.5771777428477822,0.7597221484515126
272,"'SJR', 'H Index', 'Total Docs(3years)', 'Total Refs', 'Citable Docs(3years)'",0.6419919709382652,0.5240378925405504,0.7239046156369985
274,"'SJR', 'H Index', 'Total Docs(3years)', 'Total Refs', 'Ref/Doc'",0.3485893114468004,0.19802860586868964,0.4450040515194099
275,"'SJR', 'H Index', 'Total Docs(3years)', 'Total Cites(3years)', 'Citable Docs(3years)'",0.8071992562961197,0.7790791408507981,0.8826545988385254
277,"'SJR', 'H Index', 'Total Docs(3years)', 'Total Cites(3years)', 'Ref/Doc'",0.42403635566903136,0.2887624342246109,0.5373662012302327
279,"'SJR', 'H Index', 'Total Docs(3years)', 'Citable Docs(3years)', 'Ref/Doc'",0.3891711576746119,0.2564027345467434,0.5063622562422513
281,"'SJR', 'H Index', 'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)'",0.7417508638890921,0.6123278754214143,0.7825138180386428
283,"'SJR', 'H Index', 'Total Refs', 'Total Cites(3years)', 'Ref/Doc'",0.361967141921278,0.21276004041374474,0.4612591900588483
285,"'SJR', 'H Index', 'Total Refs', 'Citable Docs(3years)', 'Ref/Doc'",0.35249169356657084,0.20562607931909957,0.45346011877462783
288,"'SJR', 'H Index', 'Total Cites(3years)', 'Citable Docs(3years)', 'Ref/Doc'",0.44246221483785314,0.3078672197234628,0.5548578373993314
291,"'SJR', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)'",1.037292489703004,1.1374647730087348,1.066519935588986
292,"'SJR', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs', 'Citable Docs(3years)'",0.9729778843253174,1.0765455707219902,1.0375671403441755
294,"'SJR', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs', 'Ref/Doc'",0.5173533195242486,0.3882201145122358,0.6230731213206326
295,"'SJR', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Cites(3years)', 'Citable Docs(3years)'",1.0791432479220509,1.3098920120915745,1.1445051385168938
297,"'SJR', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Cites(3years)', 'Ref/Doc'",0.6540638862207984,0.5619115623671568,0.7496076055958589
299,"'SJR', 'Total Docs(2017)', 'Total Docs(3years)', 'Citable Docs(3years)', 'Ref/Doc'",0.5470936070737982,0.45478048091216927,0.6743741401567599
301,"'SJR', 'Total Docs(2017)', 'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)'",1.0560447734346445,1.1902490963656693,1.0909853786213954
303,"'SJR', 'Total Docs(2017)', 'Total Refs', 'Total Cites(3years)', 'Ref/Doc'",0.5168091350171703,0.3972142699150644,0.6302493712135415
305,"'SJR', 'Total Docs(2017)', 'Total Refs', 'Citable Docs(3years)', 'Ref/Doc'",0.5250960865534277,0.40054938414907737,0.632889709308879
308,"'SJR', 'Total Docs(2017)', 'Total Cites(3years)', 'Citable Docs(3years)', 'Ref/Doc'",0.6814831284979098,0.5991273845486761,0.7740331934411315
311,"'SJR', 'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)'",1.081560076193856,1.3121987415673602,1.1455124362342646
313,"'SJR', 'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)', 'Ref/Doc'",0.6428231216335185,0.5527348517732467,0.743461398979965
315,"'SJR', 'Total Docs(3years)', 'Total Refs', 'Citable Docs(3years)', 'Ref/Doc'",0.5635487649231214,0.47773352108924505,0.6911826973306299
318,"'SJR', 'Total Docs(3years)', 'Total Cites(3years)', 'Citable Docs(3years)', 'Ref/Doc'",0.6794385581186038,0.6360926253984038,0.7975541520162778
322,"'SJR', 'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)', 'Ref/Doc'",0.672562246992137,0.5884592371891669,0.7671109679760595
326,"'H Index', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)'",0.6380317734306685,0.5128951359805252,0.7161669749300963
327,"'H Index', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs', 'Citable Docs(3years)'",0.8675640436033973,0.9793559645883709,0.9896241531957326
329,"'H Index', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs', 'Ref/Doc'",0.5409012969254134,0.43503037454277543,0.6595683243931408
330,"'H Index', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Cites(3years)', 'Citable Docs(3years)'",1.2124069957563213,1.734431880040029,1.3169783141874543
332,"'H Index', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Cites(3years)', 'Ref/Doc'",0.6884141350489814,0.7599974232516761,0.8717783108403627
334,"'H Index', 'Total Docs(2017)', 'Total Docs(3years)', 'Citable Docs(3years)', 'Ref/Doc'",0.5859221631661282,0.5537440523772271,0.7441398070102332
336,"'H Index', 'Total Docs(2017)', 'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)'",1.1820591903492417,1.5785186330358947,1.256391114675639
338,"'H Index', 'Total Docs(2017)', 'Total Refs', 'Total Cites(3years)', 'Ref/Doc'",0.5542325149081611,0.5008236457001733,0.7076889469959053
340,"'H Index', 'Total Docs(2017)', 'Total Refs', 'Citable Docs(3years)', 'Ref/Doc'",0.54796098751054,0.45896926747268524,0.6774727060721231
343,"'H Index', 'Total Docs(2017)', 'Total Cites(3years)', 'Citable Docs(3years)', 'Ref/Doc'",0.7064350168251043,0.8117913342424807,0.9009946360786399
346,"'H Index', 'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)'",1.2062428350432046,1.7147061703801099,1.3094678958951647
348,"'H Index', 'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)', 'Ref/Doc'",0.661806960537889,0.7124012731774625,0.8440386680582013
350,"'H Index', 'Total Docs(3years)', 'Total Refs', 'Citable Docs(3years)', 'Ref/Doc'",0.5676945045385098,0.5296319638886765,0.7277581767927287
353,"'H Index', 'Total Docs(3years)', 'Total Cites(3years)', 'Citable Docs(3years)', 'Ref/Doc'",0.7241117925095303,0.842906184183453,0.9180992234957249
357,"'H Index', 'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)', 'Ref/Doc'",0.6828549481762437,0.7507921387651546,0.8664826246181482
361,"'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)'",1.7828847003360553,3.5198735609768397,1.8761326075138824
