Combination no,Combination,Mean Squared error,Root Mean Squared Error
205,"'H Index', 'Total Docs(3years)', 'Total Cites(3years)', 'Citable Docs(3years)'",1.7333083284807544,1.3165516809000528
330,"'H Index', 'Total Docs(2017)', 'Total Docs(3years)', 'Total Cites(3years)', 'Citable Docs(3years)'",1.734431880040029,1.3169783141874543
238,"'Total Docs(2017)', 'Total Cites(3years)', 'Citable Docs(3years)', 'Ref/Doc'",1.735345606067033,1.3173251709684413
9,'Ref/Doc',1.843635441141014,1.3578053767536105
231,"'Total Docs(2017)', 'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)'",3.386064216683149,1.8401261415139858
3,'Total Docs(2017)',3.394123267521803,1.8423146494347276
104,"'Total Docs(2017)', 'Total Cites(3years)', 'Citable Docs(3years)'",3.429843718503498,1.851983725226412
120,"'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)'",3.436679170353652,1.8538282472639291
40,"'Total Cites(3years)', 'Citable Docs(3years)'",3.438292254850522,1.8542632647093351
25,"'Total Docs(2017)', 'Total Docs(3years)'",3.4508084713059897,1.8576351825118917
37,"'Total Refs', 'Citable Docs(3years)'",3.5000746422344653,1.8708486422568944
28,"'Total Docs(2017)', 'Citable Docs(3years)'",3.5024916449120598,1.8714944950258496
361,"'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)'",3.5198735609768397,1.8761326075138824
225,"'Total Docs(2017)', 'Total Docs(3years)', 'Total Cites(3years)', 'Citable Docs(3years)'",3.5641316070690894,1.8878907826114013
241,"'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)', 'Citable Docs(3years)'",3.576237444910698,1.8910942453803559
114,"'Total Docs(3years)', 'Total Cites(3years)', 'Citable Docs(3years)'",3.5770104741788225,1.8912986211010736
101,"'Total Docs(2017)', 'Total Refs', 'Citable Docs(3years)'",3.5940501443909088,1.8957980231002745
4,'Total Docs(3years)',3.6559479005471234,1.9120533205293004
111,"'Total Docs(3years)', 'Total Refs', 'Citable Docs(3years)'",3.7243220519497733,1.9298502667175434
96,"'Total Docs(2017)', 'Total Docs(3years)', 'Total Cites(3years)'",3.7346294296789266,1.9325189338474609
7,'Citable Docs(3years)',3.7365445409763547,1.9330143664692083
97,"'Total Docs(2017)', 'Total Docs(3years)', 'Citable Docs(3years)'",3.769753664174565,1.9415853481561312
27,"'Total Docs(2017)', 'Total Cites(3years)'",3.794376667723286,1.947915980663254
222,"'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs', 'Citable Docs(3years)'",3.912264466648079,1.9779445054520814
33,"'Total Docs(3years)', 'Citable Docs(3years)'",3.9835749055832617,1.9958895023480787
32,"'Total Docs(3years)', 'Total Cites(3years)'",4.119572541096961,2.0296730133440115
95,"'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs'",4.333597223471973,2.0817293828622327
221,"'Total Docs(2017)', 'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)'",4.780999397630881,2.1865496558804423
26,"'Total Docs(2017)', 'Total Refs'",7.03599020233759,2.652544099979789
110,"'Total Docs(3years)', 'Total Refs', 'Total Cites(3years)'",9.048521005886826,3.008075964115073
36,"'Total Refs', 'Total Cites(3years)'",9.125719336338486,3.0208805564501366
31,"'Total Docs(3years)', 'Total Refs'",10.498762899570456,3.2401794548404963
5,'Total Refs',10.529213857366162,3.244875014136317
100,"'Total Docs(2017)', 'Total Refs', 'Total Cites(3years)'",13.080562654753365,3.6167060503659076
6,'Total Cites(3years)',14.532528467902578,3.8121553572621587
